16, 1.09195, 1.00000, 1.83878
17, 1.14257, 1.00000, 1.73605
18, 1.15177, 1.00000, 1.80403
19, 1.18939, 1.00000, 1.82945
20, 1.17788, 1.00000, 1.79012
21, 1.18824, 1.00000, 1.77170
22, 1.18675, 1.00000, 1.73863
23, 1.20568, 1.00000, 1.70399
24, 1.19762, 1.00000, 1.71931
25, 1.20755, 1.00000, 1.70971
26, 1.20013, 1.00000, 1.67898
27, 1.20112, 1.00000, 1.67083
28, 1.18699, 1.00000, 1.65307
29, 1.17771, 1.00000, 1.64674
30, 1.17843, 1.00000, 1.62755
31, 1.19170, 1.00000, 1.63609
32, 1.17007, 1.00000, 1.61262
33, 1.17185, 1.00000, 1.60749
34, 1.16540, 1.00000, 1.60082
35, 1.15994, 1.00000, 1.58659
36, 1.14522, 1.00000, 1.60465
37, 1.15442, 1.00000, 1.63740
38, 1.15013, 1.00000, 1.66219
39, 1.14964, 1.00000, 1.67539
40, 1.15576, 1.00000, 1.69381
41, 1.15018, 1.00000, 1.70218
42, 1.14755, 1.00000, 1.70101
43, 1.15634, 1.00000, 1.70205
44, 1.15140, 1.00000, 1.70285
45, 1.14973, 1.00000, 1.69932
46, 1.14222, 1.00000, 1.70030
47, 1.14841, 1.00000, 1.73389
48, 1.14958, 1.00000, 1.77434
49, 1.15134, 1.00000, 1.80552
50, 1.14775, 1.00000, 1.83050
51, 1.15491, 1.00000, 1.84625
52, 1.14667, 1.00000, 1.84743
53, 1.14569, 1.00000, 1.85592
54, 1.14525, 1.00000, 1.85813
55, 1.14747, 1.00000, 1.85923
56, 1.14904, 1.00000, 1.85361
57, 1.15499, 1.00000, 1.85182
58, 1.14934, 1.00000, 1.84773
59, 1.14376, 1.00000, 1.84613
60, 1.14044, 1.00000, 1.84145
61, 1.14300, 1.00000, 1.84600
62, 1.14323, 1.00000, 1.83358
63, 1.15046, 1.00000, 1.82940
64, 1.14848, 1.00000, 1.83168
65, 1.14159, 1.00000, 1.81844
66, 1.14514, 1.00000, 1.83166
67, 1.13585, 1.00000, 1.89497
68, 1.13264, 1.00000, 2.00603
69, 1.13736, 1.00000, 2.10301
70, 1.14705, 1.00000, 2.15312
71, 1.15047, 1.00000, 2.17725
72, 1.14603, 1.00000, 2.14603
73, 1.14891, 1.00000, 2.14891
74, 1.14991, 1.00000, 2.14991
75, 1.15502, 1.00000, 2.15502
76, 1.15713, 1.00000, 2.15713
77, 1.15851, 1.00000, 2.15851
78, 1.15578, 1.00000, 2.15578
79, 1.15606, 1.00000, 2.15606
80, 1.15517, 1.00000, 2.15517
81, 1.15778, 1.00000, 2.15778
82, 1.16311, 1.00000, 2.16311
83, 1.15635, 1.00000, 2.15635
84, 1.15805, 1.00000, 2.15805
85, 1.15429, 1.00000, 2.15429
86, 1.15086, 1.00000, 2.15086
87, 1.15796, 1.00000, 2.15796
88, 1.16074, 1.00000, 2.16074
89, 1.15828, 1.00000, 2.15828
90, 1.16482, 1.00000, 2.16482
91, 1.16311, 1.00000, 2.16311
92, 1.16078, 1.00000, 2.16078
93, 1.16885, 1.00000, 2.16885
94, 1.17537, 1.00000, 2.17537
95, 1.17969, 1.00000, 2.17969
96, 1.17792, 1.00000, 2.17792
97, 1.18113, 1.00000, 2.18113
98, 1.17819, 1.00000, 2.17819
99, 1.18222, 1.00000, 2.18222
100, 1.18135, 1.00000, 2.18135
101, 1.17961, 1.00000, 2.17961
102, 1.18118, 1.00000, 2.18118
103, 1.18135, 1.00000, 2.18135
104, 1.17728, 1.00000, 2.17728
105, 1.18063, 1.00000, 2.18063
106, 1.18341, 1.00000, 2.18341
107, 1.17435, 1.00000, 2.17435
108, 1.18010, 1.00000, 2.18010
109, 1.17943, 1.00000, 2.17943
110, 1.17542, 1.00000, 2.17542
111, 1.17901, 1.00000, 2.17901
112, 1.18504, 1.00000, 2.18504
113, 1.17771, 1.00000, 2.17771
114, 1.18129, 1.00000, 2.18129
115, 1.18382, 1.00000, 2.18382
116, 1.17826, 1.00000, 2.17826
117, 1.18065, 1.00000, 2.18065
118, 1.18321, 1.00000, 2.18321
