16, 154.21622
17, 159.07750
18, 167.76790
19, 175.32655
20, 181.97669
21, 187.89539
22, 192.19774
23, 197.51370
24, 202.60586
25, 208.81346
26, 212.95434
27, 215.12519
28, 220.17224
29, 223.64673
30, 229.02343
31, 230.63389
32, 234.59892
33, 238.03628
34, 240.46264
35, 244.56383
36, 249.96153
37, 250.59246
38, 256.06428
39, 256.97349
40, 260.55133
41, 264.78821
42, 267.29710
43, 271.71067
44, 274.42849
45, 276.11468
46, 278.98523
47, 282.38422
48, 286.83794
49, 288.63759
50, 291.56650
51, 296.32993
52, 298.63851
53, 304.15226
54, 304.48626
55, 307.66186
56, 311.50172
57, 314.42839
58, 317.18529
59, 321.10869
