16, 1.03719, 1.00000, 1.78218
17, 1.12896, 1.00000, 1.73616
18, 1.12444, 1.00000, 1.76096
19, 1.13080, 1.00000, 1.76949
20, 1.15007, 1.00000, 1.72036
21, 1.15236, 1.00000, 1.72139
22, 1.13026, 1.00000, 1.71095
23, 1.15107, 1.00000, 1.70612
24, 1.14830, 1.00000, 1.67169
25, 1.15017, 1.00000, 1.69133
26, 1.16379, 1.00000, 1.67622
27, 1.16398, 1.00000, 1.67801
28, 1.15405, 1.00000, 1.66596
29, 1.15802, 1.00000, 1.66092
30, 1.13546, 1.00000, 1.62943
31, 1.13757, 1.00000, 1.64459
32, 1.13185, 1.00000, 1.64053
33, 1.13887, 1.00000, 1.63207
34, 1.12545, 1.00000, 1.61543
35, 1.12640, 1.00000, 1.62032
36, 1.11599, 1.00000, 1.60609
37, 1.12732, 1.00000, 1.59598
38, 1.10896, 1.00000, 1.58029
39, 1.11587, 1.00000, 1.56751
40, 1.12124, 1.00000, 1.56586
41, 1.11343, 1.00000, 1.56809
42, 1.12309, 1.00000, 1.55461
43, 1.12081, 1.00000, 1.56142
44, 1.12821, 1.00000, 1.55298
45, 1.12130, 1.00000, 1.56412
46, 1.11513, 1.00000, 1.55553
47, 1.11530, 1.00000, 1.60815
48, 1.12021, 1.00000, 1.68486
49, 1.11952, 1.00000, 1.74983
50, 1.12071, 1.00000, 1.81559
51, 1.11644, 1.00000, 1.85715
52, 1.11721, 1.00000, 1.88572
53, 1.10665, 1.00000, 1.90859
54, 1.11416, 1.00000, 1.91615
55, 1.11018, 1.00000, 1.91229
56, 1.10149, 1.00000, 1.91470
57, 1.09568, 1.00000, 1.90719
58, 1.10734, 1.00000, 1.91986
59, 1.11103, 1.00000, 1.94024
