16, 169.03742
17, 177.39063
18, 185.81100
19, 196.67989
20, 204.06810
21, 213.18553
22, 218.64815
23, 227.73396
24, 234.81075
25, 242.10205
26, 248.89322
27, 255.64408
28, 260.75820
29, 267.47438
30, 272.53089
31, 278.56444
32, 282.95798
33, 288.24419
34, 292.26837
35, 297.61818
36, 300.92516
37, 305.93780
38, 310.16933
39, 314.85712
40, 318.69684
41, 322.84262
42, 327.10802
43, 331.76963
44, 335.96240
45, 339.55643
46, 343.12050
47, 347.06303
48, 351.50451
49, 355.59080
50, 359.75649
51, 362.90815
52, 367.12172
53, 371.65348
54, 376.63712
55, 378.92936
56, 383.99591
57, 388.20204
58, 391.46612
59, 395.85190
60, 399.76734
61, 403.16359
62, 407.89756
63, 411.28207
64, 415.63722
65, 420.71221
66, 427.30027
67, 451.65015
68, 455.00482
69, 459.64478
70, 465.34123
71, 471.60719
72, 479.17514
73, 486.55698
74, 494.43204
75, 501.45846
76, 507.40592
77, 512.77520
78, 517.67456
79, 523.26930
80, 526.65839
81, 532.50433
82, 535.47982
83, 539.91485
84, 543.24446
85, 547.50100
86, 552.16813
87, 557.04176
88, 563.51422
89, 573.31836
90, 584.98582
91, 595.57032
92, 606.04481
93, 615.69480
94, 624.87604
95, 632.37179
96, 637.19216
97, 641.91717
98, 646.19424
99, 651.20344
100, 655.00219
101, 659.45292
102, 663.86743
103, 668.88100
104, 670.83361
105, 675.96914
106, 679.95274
107, 682.57724
108, 689.14279
109, 693.25028
110, 696.34793
111, 699.65503
112, 704.75225
113, 707.99695
114, 711.03520
115, 716.97207
116, 719.47966
117, 724.39354
118, 728.74824
